,Unnamed: 0,noun,comments,rated_indiv,date_post,reviewer,number_of_reveiws,loc_reviewer,restaurant_name,review_translated,review_full,tokenized_text,adjectives,value,Sentiment_adj1_pos,Sentiment_adj1_neutral,Sentiment_adj1_neg,Bigram,Sentiment_bigram_pos,Sentiment_bigram_neutral,Sentiment_bigram_neg,Sentiment_text_pos,Sentiment_text_neutral,Sentiment_text_neg,noun_grouped
161674,161674,item,カジュアルで明るい雰囲気の中、食事が楽しめる。一品一品のボリュウムがあるのでたくさんの人数で行ってシェアするのが良さそう。大人気のようなので予約した方がいいと思われる。,40,"April 3, 2018",['Goko5'],"['181', '70']","['Tokyo, Japan']",Lavash,"You can enjoy your meal in a casual and bright atmosphere. Since each item is voluminous, it seems good to go with a large number of people and share. It seems to be very popular, so it seems better to make a reservation.","you can enjoy your meal in a casual and bright atmosphere. since each item is voluminous, it seems good to go with a large number of people and share. it seems to be very popular, so it seems better to make a reservation.","since each item is voluminous, it seems good to go with a large number of people and share.",adjective_3,,0.0,1.0,0.0,NA item,0.0,1.0,0.0,0.314,0.686,0.0,item
134488,134488,service,I don't know about the people giving good reviews for this restaurant all i can say it’s the worst restaurant as a service how they welcome their customers how the waiters serve and the food taste different everytime for sure will not come back as...,10,"February 3, 2023",['naregd2023'],['1 review'],[],The Italian Armenia,I don't know about the people giving good reviews for this restaurant all i can say it’s the worst restaurant as a service how they welcome their customers how the waiters serve and the food taste different everytime for sure will not come back as...,i don't know about the people giving good reviews for this restaurant all i can say it’s the worst restaurant as a service how they welcome their customers how the waiters serve and the food taste different everytime for sure will not come back as...,i don't know about the people giving good reviews for this restaurant all i can say it’s the worst restaurant as a service how they welcome their customers how the waiters serve and the food taste different everytime for sure will not come back as...,adjective_2,,0.0,1.0,0.0,NA service,0.0,1.0,0.0,0.205,0.716,0.079,staff
57276,57276,service,"Впервые в жизни вынуждена поставить вам низкую оценку. Являюсь постоянным посетителем, буквально с самого открытия. Limone всегда отличался невероятно приветливым, оперативным и качественным обслуживанием, которое вызывало желание приходить снова и снова. Всегда было обеспечено опьяняюще хорошее настроение. К сожалению, сегодня не могу сказать того же... Угрюмые, невнимательные, порой грубые, одним словом - некомпетентные работники. Очень жаль говорить об этом. Не предлагают альтернативу, если нет чего-то, лишь сухо говорят ""нет"" с лицом, будто с тобой что-то не так и ты обязан это понимать, и выслушивают с едва контролируемым желанием поскорей отойти. Очень долго ждем элементарного меню (в Лимоне всегда была сильная загруженность, однако обслуживание было намного качественнее). Много-много недочетов, которые очень огорчают. Очень скучаю по тем временам, когда было на высоте абсолютно все, без исключений. Надеюсь, что отзыв примется к сведению, и я снова смогу посещать любимое, теплое место.❤️",10,"September 26, 2021",['elinaspeaks'],"['5', '3']","['Yerevan, Armenia']",Limone Cascade,"For the first time in my life, I have to give you a low rating. I have been a regular visitor since the opening. Limone has always been distinguished by incredibly friendly, efficient and high-quality service, which made you want to come back again and again. An intoxicatingly good mood was always provided. Unfortunately, today I cannot say the same... Gloomy, inattentive, sometimes rude, in a word - incompetent workers. Very sorry to talk about it. They don’t offer an alternative if something isn’t there, they just dryly say “no” with a face, as if something is wrong with you and you must understand it, and listen with a barely controlled desire to leave as soon as possible. We are waiting for an elementary menu for a very long time (Limon has always been very busy, but the service was much better). Lots and lots of bugs which are very disappointing. I really miss those times when absolutely everything was on top, without exception. I hope that the review will be taken into account, and I will be able to visit my favorite, warm place again.❤️","for the first time in my life, i have to give you a low rating. i have been a regular visitor since the opening. limone has always been distinguished by incredibly friendly, efficient and high-quality service, which made you want to come back again and again. an intoxicatingly good mood was always provided. unfortunately, today i cannot say the same... gloomy, inattentive, sometimes rude, in a word - incompetent workers. very sorry to talk about it. they don’t offer an alternative if something isn’t there, they just dryly say “no” with a face, as if something is wrong with you and you must understand it, and listen with a barely controlled desire to leave as soon as possible. we are waiting for an elementary menu for a very long time (limon has always been very busy, but the service was much better). lots and lots of bugs which are very disappointing. i really miss those times when absolutely everything was on top, without exception. i hope that the review will be taken into account, and i will be able to visit my favorite, warm place again.❤️","we are waiting for an elementary menu for a very long time (limon has always been very busy, but the service was much better).",adjective_1,,0.0,1.0,0.0,NA service,0.0,1.0,0.0,0.0,1.0,0.0,staff
145278,145278,area,上下两层，上面是吸烟区。,50,"January 23, 2020",['gefanw'],['7'],[],Lavash,"There are two floors above and below, above which is the smoking area.","there are two floors above and below, above which is the smoking area.","there are two floors above and below, above which is the smoking area.",adjective_3,,0.0,1.0,0.0,NA area,0.0,1.0,0.0,0.0,1.0,0.0,area
70038,70038,way,"It was our first time here in Armenia and our waiter Samvel was very thoughtful, friendly, and went out his way to give us recommendations of what foods to order and explaining them in detail. He was also very attentive and service was excellent.",50,"August 22, 2022",['lucaslim1'],['2 reviews'],[],Lavash,"It was our first time here in Armenia and our waiter Samvel was very thoughtful, friendly, and went out his way to give us recommendations of what foods to order and explaining them in detail. He was also very attentive and service was excellent.","it was our first time here in armenia and our waiter samvel was very thoughtful, friendly, and went out his way to give us recommendations of what foods to order and explaining them in detail. he was also very attentive and service was excellent.","it was our first time here in armenia and our waiter samvel was very thoughtful, friendly, and went out his way to give us recommendations of what foods to order and explaining them in detail.",adjective_2,,0.0,1.0,0.0,NA way,0.0,1.0,0.0,0.162,0.838,0.0,way
167576,167576,favorite,"Я хотела напомнить Вам, что главная достопримечательность в Ереване - это еда.Увидеть Арарат и подняться по Каскаду это пол дела, если Вы не пробовали традиционной армянской кухни - Вы, простите, не были в Ереване. Из своего опыта общения с туристами знаю, что еда в отелях увы не всегда производит впечатление и часто не имеет отношения к местным кулинарным изыскам. Поинтересуйтесь у местных жителей, где они посоветуют поесть и они с радостью помогут, даже проводят Вас в один из самых вкусных ресторанов в Ереване - Лаваш. Здесь каждое блюдо приготовлено с любовью, обслуживающий персонал всегда внимательный и приветливый (мой любимчик - это Антон =) ), а интерьер и атмосфера настолько приятные, что забываешь про время! Самая вкусная яичница с помидорами, безумные десерты, настоящий кофе..этот список можно продолжать и продолжать..поэтому, ради всего святого - кушайте на здоровье! =)",50,"July 23, 2017",['Асмик Х'],"['4', '1']","['Moscow, Russia']",Lavash,"I wanted to remind you that the main attraction in Yerevan is food. Seeing Ararat and climbing the Cascade is half the battle if you have not tried traditional Armenian cuisine - you, sorry, have not been to Yerevan. From my experience of communicating with tourists, I know that the food in hotels, alas, does not always impress and often has nothing to do with local culinary delights. Ask the locals where they will advise you to eat and they will be happy to help, even take you to one of the most delicious restaurants in Yerevan - Lavash. Here every dish is cooked with love, the staff is always attentive and friendly (my favorite is Anton =) ), and the interior and atmosphere are so pleasant that you forget about the time! The most delicious scrambled eggs with tomatoes, crazy desserts, real coffee.. this list goes on and on.. so, for heaven's sake - eat to your health! =)","i wanted to remind you that the main attraction in yerevan is food. seeing ararat and climbing the cascade is half the battle if you have not tried traditional armenian cuisine - you, sorry, have not been to yerevan. from my experience of communicating with tourists, i know that the food in hotels, alas, does not always impress and often has nothing to do with local culinary delights. ask the locals where they will advise you to eat and they will be happy to help, even take you to one of the most delicious restaurants in yerevan - lavash. here every dish is cooked with love, the staff is always attentive and friendly (my favorite is anton =) ), and the interior and atmosphere are so pleasant that you forget about the time! the most delicious scrambled eggs with tomatoes, crazy desserts, real coffee.. this list goes on and on.. so, for heaven's sake - eat to your health! =)","here every dish is cooked with love, the staff is always attentive and friendly (my favorite is anton =) ), and the interior and atmosphere are so pleasant that you forget about the time!",adjective_3,,0.0,1.0,0.0,NA favorite,0.75,0.25,0.0,0.378,0.583,0.04,favorite
163767,163767,place,"I must say a great Christmas lunch, since we are all craving for pork dish at that moment and this restaurant has been recommended by the Chef from Fish House resto and indeed it is not a turn down. Our server is super helpful and super nice, ambience is superb, if we have the chance to come back to Armenia, we will definitely visit this place again.",50,"January 22, 2018",['Maricar G'],"['25', '15']","['Doha, Qatar']",Lavash,"I must say a great Christmas lunch, since we are all craving for pork dish at that moment and this restaurant has been recommended by the Chef from Fish House resto and indeed it is not a turn down. Our server is super helpful and super nice, ambience is superb, if we have the chance to come back to Armenia, we will definitely visit this place again.","i must say a great christmas lunch, since we are all craving for pork dish at that moment and this restaurant has been recommended by the chef from fish house resto and indeed it is not a turn down. our server is super helpful and super nice, ambience is superb, if we have the chance to come back to armenia, we will definitely visit this place again.","our server is super helpful and super nice, ambience is superb, if we have the chance to come back to armenia, we will definitely visit this place again.",adjective_3,,0.0,1.0,0.0,NA place,0.0,1.0,0.0,0.514,0.486,0.0,place
47295,47295,owner,"Здраствуйте.На прошлой неделе посетили с супругой это заведение. Официант Агарон(к сожалению не могу правильно произнести букву ""Г"" ;) профессионал своего дела, обслужил по высшему классу, к тому же было приятным дополнением угощение от хозяина заведения- водка из чернослива и огромный эклер. Кухня изумительная, мы сами живем на Кавказе, так,что знаем толк в еде. Заказали рызные виды хинкали, с разными начинками. Все просто СУПЕР!!! Друзья, процветания и благополучия Вам и Вашим близким!!!!!!!!!!!",50,"July 8, 2019",['SSAKMW'],['6'],"['Caucasian Mineral Waters, Russia']",Tumanyan Khinkali,"Hello. Last week I visited this place with my wife. The waiter Aharon (unfortunately I can’t pronounce the letter “G” correctly;) is a professional in his field, he served the highest class, besides, a treat from the owner of the establishment was a nice addition - vodka from prunes and a huge eclair. The cuisine is amazing, we ourselves live in the Caucasus, so we know a lot about food. We ordered ryznye types of khinkali, with different fillings. Everything is just SUPER!!! Friends, prosperity and well-being to you and your loved ones!!!!!!!!!!!","hello. last week i visited this place with my wife. the waiter aharon (unfortunately i can’t pronounce the letter “g” correctly;) is a professional in his field, he served the highest class, besides, a treat from the owner of the establishment was a nice addition - vodka from prunes and a huge eclair. the cuisine is amazing, we ourselves live in the caucasus, so we know a lot about food. we ordered ryznye types of khinkali, with different fillings. everything is just super!!! friends, prosperity and well-being to you and your loved ones!!!!!!!!!!!","the waiter aharon (unfortunately i can’t pronounce the letter “g” correctly;) is a professional in his field, he served the highest class, besides, a treat from the owner of the establishment was a nice addition - vodka from prunes and a huge eclair.",adjective_1,,0.0,1.0,0.0,NA owner,0.0,1.0,0.0,0.187,0.813,0.0,owner
42374,42374,reviews,"Много позиций в меню на стопе, удивило, что из вина есть по бокалам только красное домашнее. Пересушенный и пересоленный шашлык из баранины на кости, овощи на гриле наоборот без соли, без специй, безвкусные. Из всех заведений в Ереване - это самое большое разочарование, а ведь выбирали его по хорошим отзывам",10,"March 17, 2020",['a1exandra_t'],"['2', '5']","['St. Petersburg, Russia']",Tumanyan Khinkali,"There are many positions on the menu on the foot, I was surprised that there is only red homemade wine in glasses. Over-dried and over-salted lamb skewers on the bone, grilled vegetables, on the contrary, without salt, without spices, tasteless. Of all the establishments in Yerevan, this is the biggest disappointment, but we chose it based on good reviews","there are many positions on the menu on the foot, i was surprised that there is only red homemade wine in glasses. over-dried and over-salted lamb skewers on the bone, grilled vegetables, on the contrary, without salt, without spices, tasteless. of all the establishments in yerevan, this is the biggest disappointment, but we chose it based on good reviews","of all the establishments in yerevan, this is the biggest disappointment, but we chose it based on good reviews",adjective_1,good,1.0,0.0,0.0,good reviews,0.744,0.256,0.0,0.167,0.739,0.093,reviews
181903,181903,wishes,"Напишу пару приятных слов о месте, где можно вкусно поесть. Хинкали, хашлама, домашние соленья, ароматные овощи, и не только!!! Прекрасное вино - домашнее, рекомендую! Были вчетвером в этом кафе, ели традиционно хинкали - классические с мясом и жареные с мясом и сыром. Отлично на 5! Заведение в самом центре Еревана, на главной улице, очень удобно расположено. Официанты выше всяких похвал, нас обслуживал Агарон, тактичный, отзывчивый, приятный молодой человек, исполнял все наши пожелания. Важно, когда внимательно относятся к тебе во время отдыха, чтоб ничего не отвлекало от приятной беседы! Здорово! Вкусно! Рекомендую!",50,"October 4, 2019",['NataliaGuruAll'],"['1', '1']",[],Tumanyan Khinkali,"I will write a couple of pleasant words about the place where you can eat deliciously. Khinkali, khashlama, homemade pickles, fragrant vegetables, and more!!! Excellent wine - homemade, I recommend! There were four of us in this cafe, we ate traditionally khinkali - classic with meat and fried with meat and cheese. Great for 5! The establishment is located in the very center of Yerevan, on the main street, very conveniently located. The waiters are beyond praise, we were served by Aharon, a tactful, sympathetic, pleasant young man who fulfilled all our wishes. It is important when they are attentive to you during the rest, so that nothing distracts from a pleasant conversation! Great! Tasty! I recommend!","i will write a couple of pleasant words about the place where you can eat deliciously. khinkali, khashlama, homemade pickles, fragrant vegetables, and more!!! excellent wine - homemade, i recommend! there were four of us in this cafe, we ate traditionally khinkali - classic with meat and fried with meat and cheese. great for 5! the establishment is located in the very center of yerevan, on the main street, very conveniently located. the waiters are beyond praise, we were served by aharon, a tactful, sympathetic, pleasant young man who fulfilled all our wishes. it is important when they are attentive to you during the rest, so that nothing distracts from a pleasant conversation! great! tasty! i recommend!","the waiters are beyond praise, we were served by aharon, a tactful, sympathetic, pleasant young man who fulfilled all our wishes.",adjective_3,,0.0,1.0,0.0,NA wishes,0.615,0.385,0.0,0.493,0.507,0.0,wishes
204242,204242,colleagues,"Превсходная кухня, отзывчивый персонал и спокойная атмосфера.Это место хорошо как для вечерних посиделок с друзьями так и для встреч с коллегами. А если хотите найти местечко для хорошего заврака , то это лучший выбор.",50,"February 12, 2019",['diannaEVN'],"['13', '16']","['Abu Dhabi, United Arab Emirates']",Vienna Cafe and Kitchen,"Excellent cuisine, helpful staff and a relaxed atmosphere. This place is good for evening gatherings with friends and meetings with colleagues. And if you want to find a place for a good breakfast, then this is the best choice.","excellent cuisine, helpful staff and a relaxed atmosphere. this place is good for evening gatherings with friends and meetings with colleagues. and if you want to find a place for a good breakfast, then this is the best choice.",this place is good for evening gatherings with friends and meetings with colleagues.,adjective_3,,0.0,1.0,0.0,NA colleagues,0.0,1.0,0.0,0.353,0.647,0.0,colleagues
146285,146285,n,"Great food, great location and amazing staff. Have no idea what can be better. Thank you Lavash and especialy Artak",50,"December 5, 2019",['Irakli B'],['2 reviews'],[],Lavash,"Great food, great location and amazing staff. Have no idea what can be better. Thank you Lavash and especialy Artak","great food, great location and amazing staff. have no idea what can be better. thank you lavash and especialy artak",thank you lavash and especialy artak,adjective_3,,0.0,1.0,0.0,NA N,0.0,1.0,0.0,0.333,0.667,0.0,n
10298,10298,meat,"We had a dinner with friends here, ordered some grilled meat. It was pretty average. The place looks nice but the food does not taste so good. Was disappointed.",30,"October 28, 2019",['mikagol'],['1'],"['Moscow, Russia']",Lavash,"We had a dinner with friends here, ordered some grilled meat. It was pretty average. The place looks nice but the food does not taste so good. Was disappointed.","we had a dinner with friends here, ordered some grilled meat. it was pretty average. the place looks nice but the food does not taste so good. was disappointed.","we had a dinner with friends here, ordered some grilled meat.",adjective_1,,0.0,1.0,0.0,NA meat,0.0,1.0,0.0,0.256,0.744,0.0,meat
169116,169116,vegetables,"Went with a group of 5 for lunch and it was a very good experience. The Lavash was very fresh and made on site, the vegetables were very fresh and all the selections were extremely delicious. Excellent staff took care of us very well.",40,"April 26, 2017",['szobell'],['210 reviews'],[],Lavash,"Went with a group of 5 for lunch and it was a very good experience. The Lavash was very fresh and made on site, the vegetables were very fresh and all the selections were extremely delicious. Excellent staff took care of us very well.","went with a group of 5 for lunch and it was a very good experience. the lavash was very fresh and made on site, the vegetables were very fresh and all the selections were extremely delicious. excellent staff took care of us very well.","the lavash was very fresh and made on site, the vegetables were very fresh and all the selections were extremely delicious.",adjective_3,,0.0,1.0,0.0,NA vegetables,0.0,1.0,0.0,0.338,0.662,0.0,vegetables
184129,184129,sauce,"Посоветовал экскурсовод. В принципе хорошая кухня, большой выбор блюд. Ел тут стейк из лёгкого, вкусный, но пересоленый соус. Смело ставлю 5 с минусом, за соус)",50,"June 21, 2019",['A5586IP_'],['1'],"['Yerevan, Armenia']",Tumanyan Khinkali,"The tour guide recommended. Generally good food, lots of choices. I ate here a steak from a light, tasty, but salty sauce. Feel free to put 5 with a minus, for the sauce)","the tour guide recommended. generally good food, lots of choices. i ate here a steak from a light, tasty, but salty sauce. feel free to put 5 with a minus, for the sauce)","i ate here a steak from a light, tasty, but salty sauce.",adjective_3,salty,0.0,1.0,0.0,salty sauce,0.0,1.0,0.0,0.0,1.0,0.0,sauce
92144,92144,decor,"Gorgeous restaurant with tasteful decor, great service and a wonderful menu choice.",40,"May 17, 2018",['MichGM'],"['17', '6']","['Luxembourg City, Luxembourg']",Lavash,"Gorgeous restaurant with tasteful decor, great service and a wonderful menu choice.","gorgeous restaurant with tasteful decor, great service and a wonderful menu choice.","gorgeous restaurant with tasteful decor, great service and a wonderful menu choice.",adjective_2,,0.0,1.0,0.0,NA decor,0.0,1.0,0.0,0.596,0.404,0.0,decor
171997,171997,service,I really enjoyed this place! I recommend! Special thanks to Aram for the amazing service! Enjoyed every single dish! I really appreciate the staff!,50,"August 24, 2022",['Валерия Г'],['1 review'],[],Tumanyan Khinkali,I really enjoyed this place! I recommend! Special thanks to Aram for the amazing service! Enjoyed every single dish! I really appreciate the staff!,i really enjoyed this place! i recommend! special thanks to aram for the amazing service! enjoyed every single dish! i really appreciate the staff!,special thanks to aram for the amazing service!,adjective_3,,0.0,1.0,0.0,NA service,0.0,1.0,0.0,0.66,0.34,0.0,staff
169090,169090,food,"The restaurant is superb. The food is amazing.  The service was wonderful, world class standard.  Definitely will come back again.",50,"April 28, 2017",['Ani D'],['1 review'],[],Lavash,"The restaurant is superb. The food is amazing.  The service was wonderful, world class standard.  Definitely will come back again.","the restaurant is superb. the food is amazing. the service was wonderful, world class standard. definitely will come back again.",the food is amazing.,adjective_3,,0.0,1.0,0.0,NA food,0.0,1.0,0.0,0.559,0.441,0.0,food
169482,169482,service,"Special  Thanks Aram for introducing us their specialty. Khinhali, dolma and grilled pork loin its a must try 😋. Food and service is so  Good👍",50,"January 26, 2023",['Rachel_nu'],['1 review'],[],Tumanyan Khinkali,"Special  Thanks Aram for introducing us their specialty. Khinhali, dolma and grilled pork loin its a must try 😋. Food and service is so  Good👍","special thanks aram for introducing us their specialty. khinhali, dolma and grilled pork loin its a must try 😋. food and service is so good👍",food and service is so good👍,adjective_3,,0.0,1.0,0.0,NA service,0.0,1.0,0.0,0.0,1.0,0.0,staff
114351,114351,khinkali,Aram hat uns sehr freundlich empfangen und uns mit der Karte geholfen. Alle Gerichte super lecker! Beste Khinkali in der Stadt!! ,50,"September 5, 2019",['antonb830'],['2'],"['Vienna, Austria']",Tumanyan Khinkali,Aram welcomed us very friendly and helped us with the map. All dishes are delicious! Best khinkali in town!!,aram welcomed us very friendly and helped us with the map. all dishes are delicious! best khinkali in town!!,best khinkali in town!,adjective_2,,0.0,1.0,0.0,NA khinkali,0.0,1.0,0.0,0.6,0.4,0.0,khinkali
32671,32671,crashcourse,Delicious typical Armenian food with many vegetarian options. We were attended by the great waiter Aram. He explained the dishes and recommended vegetarian ones as I don’t eat meat. He even gave us a crashcourse in Armenian cuisine. We’ll be back for sure!,50,"February 7, 2023",['inireist'],['1 review'],[],Tumanyan Khinkali,Delicious typical Armenian food with many vegetarian options. We were attended by the great waiter Aram. He explained the dishes and recommended vegetarian ones as I don’t eat meat. He even gave us a crashcourse in Armenian cuisine. We’ll be back for sure!,delicious typical armenian food with many vegetarian options. we were attended by the great waiter aram. he explained the dishes and recommended vegetarian ones as i don’t eat meat. he even gave us a crashcourse in armenian cuisine. we’ll be back for sure!,he even gave us a crashcourse in armenian cuisine.,adjective_1,,0.0,1.0,0.0,NA crashcourse,0.0,1.0,0.0,0.0,1.0,0.0,crashcourse
87367,87367,food,"Habe diesmal meinen Urlaunb in Yerevan verbracht. Auf Einladung einer Freundin waren wir in Lavash zum Abendbrot. Köstliche Speisen, aufmerksame Bedienung, tolles Preis-Leistungs- Verhältnis.Insgesamt war ich fünf Mal dort und war immer begeistert. Danke an das Team und bitte weiter so!",50,"October 24, 2018",['Tom W'],"['2', '4']","['Munich, Germany']",Lavash,"This time I spent my holiday in Yerevan. At the invitation of a friend we went to Lavash for dinner. Delicious food, attentive service, great value for money. I've been there a total of five times and have always been impressed. Thanks to the team and please keep it up!","this time i spent my holiday in yerevan. at the invitation of a friend we went to lavash for dinner. delicious food, attentive service, great value for money. i've been there a total of five times and have always been impressed. thanks to the team and please keep it up!","delicious food, attentive service, great value for money.",adjective_2,,0.0,1.0,0.0,NA food,0.0,1.0,0.0,0.671,0.329,0.0,food
11851,11851,cuisine,"Отличный ресторан! Замечательное обслуживание, приветливый персонал, очень вкусная кухня, ни одно из блюд не оставило равнодушным! Обслуживание быстрое, не оставляют посетителей без внимания!",50,"August 25, 2019",['ksenia_baysheva'],['1'],"['Tolyatti, Russia']",Lavash,"Excellent restaurant! Wonderful service, friendly staff, delicious cuisine, none of the dishes left indifferent! The service is fast, do not leave visitors unattended!","excellent restaurant! wonderful service, friendly staff, delicious cuisine, none of the dishes left indifferent! the service is fast, do not leave visitors unattended!","wonderful service, friendly staff, delicious cuisine, none of the dishes left indifferent!",adjective_1,delicious,1.0,0.0,0.0,delicious cuisine,0.787,0.213,0.0,0.526,0.387,0.087,cuisine
154242,154242,glimpses,A nice restaurant with glimpses of good. ,40,"January 1, 2019",['14shibuj'],"['11', '1']","['Lausanne, Switzerland']",Lavash,A nice restaurant with glimpses of good.,a nice restaurant with glimpses of good.,a nice restaurant with glimpses of good.,adjective_3,,0.0,1.0,0.0,NA glimpses,0.0,1.0,0.0,0.588,0.412,0.0,glimpses
165278,165278,portions,"Мы решили поужинать в этом ресторане в последний вечер пребывания в Ереване по рекомендации друзей и ни минуты не пожалели. Прекрасный сервис, отличное обслуживание. Большое спасибо нашему официанту Алексу за краткий рассказ истории лаваша и про армянское вино. Еда отменная. Кстати некоторые порции блюда очень большие и рекомендую брать на двоих. В этом ресторане можно увидеть, как готовят традиционный армянский лаваш. Если вы оказались в Ереване и от обилия ресторанов у вас идет кругом голова, то выбирайте Лаваш, не прогадаете. Кстати цены там очень приятно порадуют, особенно жителей Москвы.",50,"November 7, 2017",['Sabitov A'],"['25', '24']","['Moscow, Russia']",Lavash,"We decided to have dinner at this restaurant on the last evening of our stay in Yerevan on the recommendation of friends and did not regret it for a minute. Great service, great service. Many thanks to our waiter Alex for a brief story about the history of lavash and Armenian wine. The food is excellent. By the way, some portions of the dish are very large and I recommend taking for two. In this restaurant you can see how traditional Armenian lavash is prepared. If you find yourself in Yerevan and the abundance of restaurants makes your head spin, then choose Lavash, you won't go wrong. By the way, the prices there will please you very pleasantly, especially the residents of Moscow.","we decided to have dinner at this restaurant on the last evening of our stay in yerevan on the recommendation of friends and did not regret it for a minute. great service, great service. many thanks to our waiter alex for a brief story about the history of lavash and armenian wine. the food is excellent. by the way, some portions of the dish are very large and i recommend taking for two. in this restaurant you can see how traditional armenian lavash is prepared. if you find yourself in yerevan and the abundance of restaurants makes your head spin, then choose lavash, you won't go wrong. by the way, the prices there will please you very pleasantly, especially the residents of moscow.","by the way, some portions of the dish are very large and i recommend taking for two.",adjective_3,,0.0,1.0,0.0,NA portions,0.0,1.0,0.0,0.156,0.844,0.0,portions
112677,112677,place,"We lucky guys got a place without reservation on a early Sunday evening. Our waiter Aram speaks perfect English and helps us to find the right dinner (fish, cheese and mushroom dumblings). Together with the child seat we had a perfect evening. Thanx for great service Aram.",50,"November 3, 2019",['2on4'],['1'],[],Tumanyan Khinkali,"We lucky guys got a place without reservation on a early Sunday evening. Our waiter Aram speaks perfect English and helps us to find the right dinner (fish, cheese and mushroom dumblings). Together with the child seat we had a perfect evening. Thanx for great service Aram.","we lucky guys got a place without reservation on a early sunday evening. our waiter aram speaks perfect english and helps us to find the right dinner (fish, cheese and mushroom dumblings). together with the child seat we had a perfect evening. thanx for great service aram.",we lucky guys got a place without reservation on a early sunday evening.,adjective_2,,0.0,1.0,0.0,NA place,0.0,1.0,0.0,0.219,0.781,0.0,place
147292,147292,traffic,The restaurant offers a good selection of resonably Armenian dishes to hungry tummies. An early visit is advisable during the evening since it may take some time to find a table due to heavy customer traffic.,40,"October 12, 2019",['ronmsoriano0358'],['2 reviews'],[],Lavash,The restaurant offers a good selection of resonably Armenian dishes to hungry tummies. An early visit is advisable during the evening since it may take some time to find a table due to heavy customer traffic.,the restaurant offers a good selection of resonably armenian dishes to hungry tummies. an early visit is advisable during the evening since it may take some time to find a table due to heavy customer traffic.,an early visit is advisable during the evening since it may take some time to find a table due to heavy customer traffic.,adjective_3,,0.0,1.0,0.0,NA traffic,0.0,1.0,0.0,0.0,1.0,0.0,traffic
103532,103532,fool,"Beau restaurant, mais le reste c'est degeulasse par rapport au prix payé mais eux pense donner de bonne choses. Un vin Karas, coûte 13 000 dram chez eux, alors que nous avons parcouru des vingtaine de restaurant biens meilleurs, il coûtaient 7000 dram. Le restaurant joue sur la belle place, et encore c'est comme une cave, (au rez-de-chaussée) , il faut être idiot pour leur donner de l'argent.",10,"September 1, 2022",['ninaeJ6093MY'],['1'],[],Tumanyan Khinkali,"Beautiful restaurant, but the rest is degeulasse compared to the price paid but they think they give good things. A Karas wine costs 13,000 drams at home, while we have traveled to twenty much better restaurants, they cost 7,000 drams. The restaurant plays on the beautiful square, and again it's like a cellar, (on the ground floor), you have to be a fool to give them money.","beautiful restaurant, but the rest is degeulasse compared to the price paid but they think they give good things. a karas wine costs 13,000 drams at home, while we have traveled to twenty much better restaurants, they cost 7,000 drams. the restaurant plays on the beautiful square, and again it's like a cellar, (on the ground floor), you have to be a fool to give them money.","the restaurant plays on the beautiful square, and again it's like a cellar, (on the ground floor), you have to be a fool to give them money.",adjective_2,,0.0,1.0,0.0,NA fool,0.0,0.256,0.744,0.26,0.65,0.09,fool
106335,106335,food,We had a very good time with great food and very quick service. Aram was a great and handsome  waiter. I recommend this place 100%,50,"March 11, 2022",['norbertfoeldi'],['2 reviews'],[],Tumanyan Khinkali,We had a very good time with great food and very quick service. Aram was a great and handsome  waiter. I recommend this place 100%,we had a very good time with great food and very quick service. aram was a great and handsome waiter. i recommend this place 100%,we had a very good time with great food and very quick service.,adjective_2,,0.0,1.0,0.0,NA food,0.0,1.0,0.0,0.422,0.578,0.0,food
193104,193104,service,"Delicious food , great stuff, amazing service ❤️
Definitely will be back many time! 

Loved the salami desert though 😍😍",50,"September 11, 2020",['ofap'],['1 review'],[],Casa Nostra Restaurant,"Delicious food , great stuff, amazing service ❤️
Definitely will be back many time! 

Loved the salami desert though 😍😍","delicious food , great stuff, amazing service ❤️ definitely will be back many time! loved the salami desert though 😍😍","delicious food , great stuff, amazing service ❤️ definitely will be back many time!",adjective_3,,0.0,1.0,0.0,NA service,0.0,1.0,0.0,0.619,0.381,0.0,staff
7140,7140,restaurant,"Были в ресторане 3 апреля. Вкусная кухня, прекрасное обслуживание",50,"April 3, 2021",['Traveler824013'],['1'],[],Lavash,"We were at the restaurant on April 3rd. Delicious cuisine, great service","we were at the restaurant on april 3rd. delicious cuisine, great service",we were at the restaurant on april 3rd.,adjective_1,,0.0,1.0,0.0,NA restaurant,0.0,1.0,0.0,0.0,1.0,0.0,food
70868,70868,service,"Шашлык пережаривают практически в угли, мясо ужасно сухое. К лимонаду и овощному салату претензий нет. Интерьер и обслуживание неплохое, но еда разочаровала.",30,"June 4, 2022",['998evgeniyal'],['3'],[],Lavash,"The kebab is overcooked practically into coals, the meat is terribly dry. There are no complaints about lemonade and vegetable salad. The interior and service is good, but the food is disappointing.","the kebab is overcooked practically into coals, the meat is terribly dry. there are no complaints about lemonade and vegetable salad. the interior and service is good, but the food is disappointing.","the interior and service is good, but the food is disappointing.",adjective_2,,0.0,1.0,0.0,NA service,0.0,1.0,0.0,0.128,0.59,0.282,staff
